trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.009, 'e': 0.03579310506765532}",30,15,24.207968486100945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.009, 'e': 0.03547241240370673}",20,9,19.126286405345827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.009, 'e': 0.03515459302455746}",20,12,3.2419962785393968,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.009, 'e': 0.034839621186664005}",20,10,17.222433372599173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.009, 'e': 0.03452747137713528}",20,6,5.466807935330884,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.009, 'e': 0.03421811831166605}",20,10,19.222579435774794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.009, 'e': 0.033911536932488856}",25,0,33.53587219713773,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.009, 'e': 0.03360770240634439}",20,8,11.240072401078919,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.009, 'e': 0.033306590122469906}",35,18,29.095131490362693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.009, 'e': 0.03300817569060576}",30,0,35.020747097953034,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.009, 'e': 0.03271243493901982}",20,2,27.46109460478258,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.009, 'e': 0.03241934391254951}",20,11,17.877419219652207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.009, 'e': 0.03212887887066145}",25,0,25.404841664255958,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.009, 'e': 0.03184101628552843}",20,7,23.4116954391544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.009, 'e': 0.031555732840123654}",20,1,27.393679492985516,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.009, 'e': 0.03127300542633206}",35,20,28.852199174773116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.009, 'e': 0.030992811143078575}",30,8,37.41864075025053,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.009, 'e': 0.030715127294473045}",30,15,27.114128345357013,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.009, 'e': 0.030439931387971905}",25,20,7.8365760352622225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.009, 'e': 0.03016720113255626}",25,0,37.06985534262035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.009, 'e': 0.02989691443692632}",25,16,16.386769573239185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.009, 'e': 0.02962904940771196}",25,10,23.995064056795187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.009, 'e': 0.029363584347699347}",20,14,13.086513551025561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.009, 'e': 0.02910049775407347}",20,5,19.159606312094397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.009, 'e': 0.028839768316676423}",35,19,21.536601329378556,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.009, 'e': 0.028581374916281214}",25,17,13.617873710363613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.009, 'e': 0.028325296622881135}",20,4,24.772806134002046,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.009, 'e': 0.028071512693994403}",20,16,6.048530225426643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.009, 'e': 0.027820002572984018}",20,16,6.765284061307499,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.009, 'e': 0.02757074588739268}",20,11,16.466737183857287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.009, 'e': 0.02732372244729257}",20,0,26.493833584483856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.009, 'e': 0.027078912243649975}",25,5,-2.624963382607718,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.009, 'e': 0.02683629544670454}",30,24,11.695974705741413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.009, 'e': 0.026595852404363084}",25,11,19.81528420542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.009, 'e': 0.0263575636406077}",20,6,23.878322100831916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.009, 'e': 0.026121409853918247}",20,0,23.953130860462384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.009, 'e': 0.025887371915708866}",30,23,11.556521783259676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.009, 'e': 0.025655430868778625}",25,13,18.76930041585154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.009, 'e': 0.025425567925775903}",20,10,18.13202521204032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.009, 'e': 0.025197764467676638}",25,18,12.367075406643135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.009, 'e': 0.024972002042276165}",20,10,17.590434634129842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.009, 'e': 0.024748262362694586}",20,12,13.745235507480658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.009, 'e': 0.024526527305895548}",35,22,23.918322974572952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.009, 'e': 0.0243067789112182}",30,8,27.998762541806695,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.009, 'e': 0.024088999378922428}",25,7,30.333974885459142,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.009, 'e': 0.023873171068747034}",20,15,9.706324765743782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.009, 'e': 0.023659276498480913}",30,11,27.16880805307677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.009, 'e': 0.02344729834254691}",35,27,19.759804698369496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.009, 'e': 0.023237219430598498}",25,8,23.827630906090427,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.009, 'e': 0.02302902274612894}",20,7,7.009737957709363,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.009, 'e': 0.02282269142509298}",30,4,38.21706988615276,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.009, 'e': 0.022618208754540795}",25,9,20.81876221339443,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.009, 'e': 0.022415558171264265}",25,11,22.515021673816644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.009, 'e': 0.022214723260455347}",20,11,18.13499848664674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.009, 'e': 0.02201568775437645}",30,20,19.189458571204028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.009, 'e': 0.021818435531042773}",20,14,10.154479606503735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.009, 'e': 0.021622950612916376}",20,9,18.89510706018775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.009, 'e': 0.021429217165612004}",25,20,12.186631153343946,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.009, 'e': 0.021237219496614494}",25,14,20.894205760476062,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.009, 'e': 0.0210469420540077}",20,9,20.56803641933984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.009, 'e': 0.020858369425214726}",25,16,16.459215428068095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.009, 'e': 0.020671486335749542}",20,0,24.411732127487667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.009, 'e': 0.020486277647979705}",25,14,16.839346880408375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.009, 'e': 0.020302728359900272}",25,20,9.206334032470258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.009, 'e': 0.020120823603918533}",25,3,31.134473461891588,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.009, 'e': 0.019940548645649803}",20,9,13.985207663476325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.009, 'e': 0.019761888882723896}",30,6,40.105387538635526,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.009, 'e': 0.01958482984360232}",20,8,17.22572117896514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.009, 'e': 0.019409357186406122}",30,13,26.31917992700803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.009, 'e': 0.019235456697754116}",25,8,-14.868372359027616,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.009, 'e': 0.019063114291611644}",20,14,13.146420879474311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.009, 'e': 0.01889231600814957}",20,0,25.309287819333576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.009, 'e': 0.018723048012613566}",20,0,19.301289606500735,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
443,False,"{'a': 0.009, 'e': 0.018555296594203435}",25,13,25.97588465633129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.009, 'e': 0.018389048164962573}",20,7,23.85982454417922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.009, 'e': 0.018224289258677303}",30,12,29.560679298465892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.009, 'e': 0.01806100652978616}",20,9,16.569867182207503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.009, 'e': 0.017899186752298794}",25,15,19.248559959448748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.009, 'e': 0.017738816818724773}",20,9,22.89446725816787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.009, 'e': 0.017579883739011808}",20,0,35.049842693793856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.009, 'e': 0.017422374639493515}",25,17,16.41320777508029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.009, 'e': 0.017266276761846746}",25,20,10.292352591566651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.009, 'e': 0.01711157746205803}",25,16,16.867219592275944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.009, 'e': 0.016958264209399526}",20,15,8.051675554704333,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.009, 'e': 0.01680632458541395}",25,15,18.8763309039153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.009, 'e': 0.016655746282908664}",30,19,19.13310370697282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.009, 'e': 0.016506517104958845}",30,16,24.061553781824973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.009, 'e': 0.016358624963919505}",25,12,18.158358623660575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.009, 'e': 0.016212057880446332}",25,12,25.81774928501931,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.009, 'e': 0.016066803982525454}",25,0,30.71452055187709,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.009, 'e': 0.015922851504511698}",20,14,7.876799920051538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.009, 'e': 0.015780188786175646}",20,0,24.54896966358417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 0.009, 'e': 0.015638804271759132}",30,17,23.99955688836759,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.009, 'e': 0.015498686509039157}",20,9,21.415073562374218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.009, 'e': 0.015359824148400357}",30,16,23.032690161205988,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.009, 'e': 0.015222205941915569}",20,3,26.85323426413232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.009, 'e': 0.01508582074243484}",30,10,36.54042449409321,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.009, 'e': 0.014950657502682459}",20,13,11.172522442739519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.009, 'e': 0.014816705274362072}",30,13,33.732401202121295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.009, 'e': 0.014683953207269966}",25,8,13.034865663190253,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.009, 'e': 0.014552390548416136}",20,12,16.602149254838725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.009, 'e': 0.014422006641153255}",20,6,19.596950388524377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.009, 'e': 0.014292790924313573}",20,16,6.950757651133295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.009, 'e': 0.014164732931353353}",20,5,33.12890671722957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.009, 'e': 0.014037822289505161}",20,0,29.18000117551902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.009, 'e': 0.013912048718937631}",20,0,34.04140312242479,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.009, 'e': 0.013787402031922757}",25,6,16.255928005495203,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.009, 'e': 0.013663872132010762}",20,0,-11.714237600244564,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
478,False,"{'a': 0.009, 'e': 0.01354144901321219}",25,12,20.446203826964435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.009, 'e': 0.013420122759187495}",20,0,29.73895717660301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
480,False,"{'a': 0.009, 'e': 0.01329988354244378}",20,10,19.945128753224814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.009, 'e': 0.01318072162353872}",25,18,12.836233313209465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.009, 'e': 0.013062627350291747}",35,0,50.71554161887302,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.009, 'e': 0.01294559115700217}",25,11,25.424928295656397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.009, 'e': 0.01282960356367432}",30,16,28.50986262058242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.009, 'e': 0.012714655175249742}",20,12,12.744009502449371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.009, 'e': 0.012600736680846106}",25,8,29.823579363711744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.009, 'e': 0.01248783885300309}",25,20,10.522394887429012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.009, 'e': 0.012375952546934922}",20,3,30.120829268233845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.009, 'e': 0.012265068699789616}",20,7,22.09900929616329,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.009, 'e': 0.012155178329914947}",20,3,28.015605272371033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.009, 'e': 0.012046272536130852}",20,14,8.553339427825927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.009, 'e': 0.011938342497008501}",25,14,16.780944591194853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.009, 'e': 0.011831379470155725}",20,1,28.398537195194272,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.009, 'e': 0.011725374791508845}",20,5,24.498840782671913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.009, 'e': 0.011620319874630945}",20,8,-5.875275420315194,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
496,False,"{'a': 0.009, 'e': 0.011516206210016325}",25,1,36.121881019452324,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.009, 'e': 0.011413025364401209}",35,24,18.863244286312035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.009, 'e': 0.01131076898008071}",25,11,23.71445144714998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.009, 'e': 0.011209428774231766}",25,17,13.925065829193517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.009, 'e': 0.011108996538242306}",20,14,10.635446748226913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.009, 'e': 0.011009464137046315}",25,12,23.222251482399315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.009, 'e': 0.010910823508464855}",25,18,10.494684926860444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.009, 'e': 0.010813066662553099}",20,8,15.880187082118349,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.009, 'e': 0.010716185680953061}",20,9,17.8075887041471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.009, 'e': 0.01062017271625227}",25,18,15.683512702763453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.009, 'e': 0.010525019991348101}",30,22,13.105831649455215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.009, 'e': 0.01043071979881779}",35,20,26.087813951538774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.009, 'e': 0.010337264500294195}",25,12,25.086915502537675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.009, 'e': 0.01024464652584705}",25,18,13.662529256033865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.009, 'e': 0.010152858373369763}",25,19,11.170689399047127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.009, 'e': 0.01006189260797182}",20,11,17.193373641891313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.009, 'e': 0.009971741861376466}",25,2,39.58725324356119,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.009, 'e': 0.00988239883132395}",30,8,25.81738632967341,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.009, 'e': 0.009793856280979996}",20,12,13.039933173627233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.009, 'e': 0.009706107038349598}",20,14,2.4256514733192915,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
